"price","bathrooms","sqft_living","floors","waterfront","condition","grade","zipcode","lat","long","age","renovated","basement_percent","living_percent","categoria_quartos"
363000,2.5,2180,2,0,3,8,98042,47.3673,-122.072,11,0,0,0.234888481844629,"4"
495000,3.5,1650,2,0,3,7,98109,47.6302,-122.344,2,0,0.333333333333333,1.04629042485732,"3"
248000,2.5,1870,2,0,3,7,98042,47.342,-122.059,8,0,0,0.46218487394958,"3"
311850,2.5,1890,2,0,3,8,98042,47.343,-122.056,1,0,0,0.454545454545455,"4"
287000,2.5,2660,2,0,3,7,98042,47.3414,-122.055,4,0,0,0.651641352278295,"4"
805000,2.75,2600,1.5,0,5,8,98116,47.5773,-122.406,85,0,0.384615384615385,0.442553191489362,"3"
611206,1,1940,1,0,3,8,98116,47.5782,-122.4,52,0,0,0.307936507936508,"1"
720000,1.5,2180,1,0,4,8,98116,47.5787,-122.402,73,0,0.5,0.436,"3"
590000,2.75,2240,2,0,4,7,98116,47.5785,-122.402,74,0,0.3125,0.414814814814815,"4"
324900,2.25,2010,2,0,4,8,98032,47.3585,-122.286,26,0,0,0.276098901098901,"4"
430000,2,1550,1,0,5,7,98126,47.5436,-122.378,72,0,0.464516129032258,0.256665010763371,"3"
471000,1.75,1240,1,0,5,7,98126,47.5439,-122.379,90,0,0,0.193236714975845,"2"
830000,2.5,3370,2,0,4,8,98126,47.5442,-122.38,102,1,0.15727002967359,0.514503816793893,"3"
570000,3,1490,1.5,0,5,7,98136,47.5446,-122.382,99,0,0,0.220218740762637,"4"
315000,1,630,1,0,3,5,98126,47.5486,-122.38,97,0,0,0.0961832061068702,"2"
398000,1,1480,1.5,0,4,6,98126,47.5498,-122.381,89,0,0,0.225954198473282,"3"
370000,1,820,1,0,3,7,98126,47.5478,-122.381,65,1,0,0.125190839694656,"2"
255000,2.25,2060,1,0,3,7,98146,47.4877,-122.335,52,0,0.5,0.238646895273401,"5"
190000,1.75,1100,1,0,3,6,98146,47.4864,-122.337,72,0,0,0.116377486246297,"3"
225000,2,1700,1,0,5,6,98146,47.4851,-122.338,69,0,0.429411764705882,0.148148148148148,"3"
275000,1.75,1680,1,0,4,7,98055,47.4552,-122.202,56,0,0.0714285714285714,0.086575624838959,"4"
129000,1,1150,1,0,3,6,98055,47.4492,-122.2,64,0,0,0.0380996554465942,"2"
170000,0.75,1040,1,0,2,6,98055,47.4518,-122.199,67,0,0,0.024656235182551,"3"
359950,2.5,1980,2,0,3,8,98055,47.4492,-122.199,15,0,0,0.253846153846154,"3"
333000,2,2750,1,0,3,8,98055,47.457,-122.189,6,0,0,0.305521608710143,"4"
212000,1,1000,1,0,3,6,98055,47.4562,-122.193,53,0,0,0.105820105820106,"3"
252000,1,1170,1,0,3,7,98055,47.4562,-122.196,46,1,0,0.120246659815005,"3"
750000,1.5,2060,1.5,0,3,7,98103,47.6857,-122.353,95,1,0.233009708737864,0.515,"4"
393000,1,980,1,0,4,7,98103,47.6858,-122.352,89,0,0,0.292537313432836,"2"
8e+05,2.5,2930,2,0,3,9,98006,47.5424,-122.12,7,0,0.0580204778156997,0.586,"4"
1062500,4,5320,2,0,3,11,98075,47.5852,-121.966,11,0,0,0.265455815578065,"4"
1425000,5,4630,2,0,3,11,98075,47.587,-121.966,10,0,0,0.192483578614783,"4"
1465000,4,4930,2,0,3,12,98075,47.5874,-121.965,11,0,0,0.223147603313267,"4"
959900,3.75,3550,2,0,3,11,98075,47.5888,-121.971,10,0,0,0.23430796647086,"4"
945000,3.5,4380,2,0,3,11,98075,47.5848,-121.969,12,0,0,0.293467336683417,"5"
1165000,3.75,4220,2,0,3,11,98075,47.5869,-121.967,10,0,0,0.264427595714017,"5"
1059000,3.5,4460,2,0,3,11,98075,47.5862,-121.97,13,0,0,0.274107307479565,"4"
1060000,5.25,4140,2,0,3,11,98075,47.5871,-121.969,9,0,0,0.280544826184184,"4"
1050000,3.25,4400,2,0,3,11,98075,47.5868,-121.968,11,0,0,0.264661654135338,"4"
1098000,3.5,4570,2,0,3,11,98075,47.5859,-121.968,13,0,0,0.281768296442444,"4"
1025000,3.5,5050,2,0,3,11,98075,47.5863,-121.967,13,0,0,0.306060606060606,"5"
1169000,4.25,4610,2,0,3,11,98075,47.5878,-121.969,10,0,0,0.347872019317839,"5"
765000,4,3010,2,0,3,10,98075,47.5833,-121.97,10,0,0,0.416839772884642,"4"
750000,2.5,3210,2,0,3,10,98075,47.582,-121.971,9,0,0,0.359140747370776,"4"
759000,2.75,3490,2,0,3,10,98075,47.5825,-121.97,10,0,0,0.424058323207776,"5"
730000,2.5,3230,2,0,3,10,98075,47.5823,-121.97,10,0,0,0.44059473468831,"4"
720000,4,3200,2,0,3,10,98075,47.5816,-121.97,11,0,0,0.41515308770109,"4"
802500,3.75,3320,2,0,3,10,98075,47.5818,-121.972,9,0,0,0.413449564134496,"4"
885000,2.5,4090,2,0,3,10,98075,47.581,-121.971,9,0,0,0.364365256124722,"4"
889000,3.5,4070,2,0,3,10,98075,47.5805,-121.97,11,0,0,0.370809037900875,"4"
785500,4,3280,2,0,3,10,98075,47.5818,-121.973,7,0,0,0.388257575757576,"4"
797000,3.5,3500,2,0,3,10,98075,47.5807,-121.972,7,0,0,0.36947112847039,"3"
790000,3.5,3560,2,0,3,10,98075,47.5828,-121.972,8,0,0,0.583797966546409,"4"
745000,3.25,3490,2,0,3,10,98075,47.5834,-121.972,8,0,0,0.496867881548975,"4"
852500,3.75,3830,2,0,3,10,98075,47.5837,-121.971,9,0,0,0.471036772844669,"5"
815000,2.5,3880,2,0,3,10,98075,47.5841,-121.971,9,0,0,0.538290788013319,"4"
1459000,4,4620,2,0,3,10,98024,47.5885,-121.939,1,0,0,0.0354816908331285,"4"
275000,1,1320,1,0,3,7,98155,47.7748,-122.304,59,0,0,0.1190261496844,"3"
355000,2.25,1430,2,0,3,7,98059,47.4867,-122.152,4,0,0,0.299351057148838,"3"
333000,2.5,1520,2,0,3,7,98059,47.4874,-122.152,5,0,0,0.499835580401184,"3"
330000,2.5,1520,2,0,3,7,98059,47.4876,-122.153,5,0,0,0.506160506160506,"3"
250000,2.5,1610,2,0,3,7,98003,47.2827,-122.302,20,0,0,0.243939393939394,"3"
213950,1,1430,1,0,3,6,98023,47.3018,-122.369,46,0,0,0.204285714285714,"3"
226500,1.5,1300,1,0,4,7,98023,47.3025,-122.37,38,0,0.307692307692308,0.176390773405699,"3"
237500,1.75,1050,1,0,4,7,98023,47.3011,-122.369,40,0,0,0.133689839572193,"3"
645000,1.75,2070,1,0,4,7,98115,47.6733,-122.301,68,0,0.454106280193237,0.376363636363636,"3"
263000,2.25,1590,2,0,4,7,98003,47.2857,-122.3,23,0,0,0.20521424883841,"3"
115000,1.75,1080,1,0,3,7,98023,47.3141,-122.355,34,0,0,0.135985897758751,"3"
249900,2,1500,1.5,0,3,7,98023,47.3127,-122.354,31,0,0,0.190985485103132,"4"
230000,2.25,1500,1,0,3,7,98023,47.3124,-122.352,31,0,0.233333333333333,0.208044382801664,"3"
252000,2,1540,2,0,4,7,98023,47.3128,-122.351,30,0,0,0.213592233009709,"3"
276200,2.5,1480,1,0,3,7,98023,47.3124,-122.351,28,0,0.202702702702703,0.205270457697642,"3"
219950,2.25,1500,1,0,3,7,98023,47.3146,-122.351,30,0,0.233333333333333,0.196979645436638,"3"
268000,2.5,1850,2,0,3,7,98023,47.3103,-122.36,28,0,0,0.277112043139605,"3"
225000,2,1320,1,0,3,7,98023,47.3096,-122.357,28,0,0,0.233009708737864,"3"
248000,3.5,1850,2,0,3,7,98023,47.3087,-122.354,28,0,0.389189189189189,0.283785856726492,"4"
221000,2.25,1430,2,0,3,7,98023,47.3116,-122.358,27,0,0,0.238373062177029,"3"
240000,2.25,1460,1,0,3,7,98023,47.3113,-122.358,28,0,0.219178082191781,0.250945342041939,"3"
270000,2.5,1750,2,0,3,7,98023,47.3082,-122.358,27,0,0,0.273565733937783,"4"
259950,2,1610,1,0,3,7,98023,47.3085,-122.358,26,0,0,0.242105263157895,"4"
260000,2.5,1990,2,0,3,7,98023,47.3078,-122.358,25,0,0,0.298306101034328,"4"
275000,2.5,1870,2,0,3,7,98023,47.3065,-122.358,25,0,0,0.274153349948688,"3"
282000,2.75,2390,2,0,3,7,98023,47.3061,-122.359,25,0,0,0.326057298772169,"4"
299000,2.5,2450,2,0,3,8,98023,47.3061,-122.36,21,0,0,0.346927216086095,"3"
241000,2,1520,1,0,3,8,98023,47.3061,-122.361,21,0,0,0.213153835366709,"3"
278500,2.5,1940,2,0,3,7,98023,47.3063,-122.359,24,0,0,0.312600708991299,"4"
304400,2.75,2140,2,0,4,7,98023,47.3075,-122.359,24,0,0,0.264197530864198,"4"
273000,3,1990,2,0,3,7,98023,47.3083,-122.36,24,0,0,0.322006472491909,"4"
310000,2.75,2370,2,0,3,7,98023,47.3071,-122.36,25,0,0,0.323770491803279,"4"
435000,1.75,1310,1,0,4,6,98117,47.701,-122.368,66,0,0,0.162430254184749,"3"
399950,1,1470,1,0,3,7,98177,47.7013,-122.368,64,0,0.272108843537415,0.185372005044136,"3"
401000,1,840,1,0,4,7,98177,47.7019,-122.366,66,0,0,0.103703703703704,"2"
405000,1,1410,1,0,4,7,98177,47.704,-122.367,63,0,0,0.175090028560785,"3"
456500,3.5,2000,3,0,3,8,98177,47.7027,-122.361,6,0,0,0.86617583369424,"4"
305000,1.75,1460,1,0,3,7,98155,47.7755,-122.299,50,0,0,0.185703383363012,"3"
299000,2.5,2300,1,0,4,8,98023,47.2979,-122.371,36,0,0.408695652173913,0.283950617283951,"4"
250000,1.75,1480,1,0,4,7,98023,47.2977,-122.367,34,0,0,0.379487179487179,"3"
218000,1.75,1850,1,0,3,8,98023,47.2975,-122.37,35,0,0.286486486486487,0.240760020822488,"3"
220000,2.25,1950,2,0,4,8,98023,47.2957,-122.37,35,0,0,0.267857142857143,"4"
270000,2,2330,1,0,3,7,98023,47.2958,-122.368,28,0,0.40343347639485,0.29125,"3"
278000,1.5,1820,1,0,5,7,98032,47.3712,-122.289,55,0,0.401098901098901,0.2089072543618,"5"
146000,1,780,1,0,3,6,98168,47.4816,-122.322,78,0,0,0.08,"2"
3e+05,2.25,1660,2,0,3,7,98019,47.7362,-121.967,13,0,0,0.323712948517941,"3"
345000,2.5,1620,2,0,3,7,98019,47.736,-121.965,13,0,0,0.270360480640854,"3"
559950,3.5,2450,2,0,3,9,98028,47.7721,-122.241,10,0,0,0.299035762236055,"5"
355000,2.25,1330,2,0,3,8,98028,47.7689,-122.241,29,0,0,0.122716368333641,"2"
402500,2.25,2160,2,0,3,8,98028,47.7668,-122.243,36,0,0,0.226415094339623,"3"
4e+05,1.75,1560,1,0,5,7,98028,47.7769,-122.25,44,0,0,0.184484389782403,"3"
515000,2.5,2800,2,0,3,8,98028,47.776,-122.246,11,0,0,0.13102480112307,"4"
285000,1.5,1480,1,0,3,7,98028,47.7766,-122.248,55,0,0.209459459459459,0.207952789096529,"3"
249000,1,1090,1,0,4,6,98028,47.7743,-122.26,64,0,0,0.105866355866356,"3"
475000,3,3470,1.5,0,3,7,98028,47.7663,-122.234,90,0,0,0.0295037921300548,">5"
420000,1,960,1,0,3,7,98028,47.7642,-122.234,59,0,0,0.00854214123006834,"2"
230000,0.75,1040,1,0,3,6,98028,47.7639,-122.234,73,0,0,0.0693333333333333,"3"
250000,1.5,1170,1,0,3,7,98028,47.7612,-122.234,52,0,0,0.118805848903331,"3"
383000,2.5,1720,2,0,3,8,98028,47.7688,-122.238,21,0,0,0.171468447811783,"3"
480000,1.5,2100,1,0,4,7,98028,47.7592,-122.23,65,0,0.419047619047619,0.0312179458591625,"3"
375000,1.75,1160,1,0,4,7,98028,47.7595,-122.23,38,0,0,0.0516243880729862,"3"
325000,1.75,1370,1,0,3,6,98028,47.7572,-122.228,97,0,0,0.137095967177024,"4"
630000,3.5,4060,2,0,3,9,98028,47.757,-122.228,14,0,0.270935960591133,0.488626790227464,"5"
310000,1,1430,1.5,0,4,7,98028,47.7558,-122.229,87,0,0,0.0718556856439375,"3"
415000,1,2020,1,0,3,6,98028,47.7552,-122.229,65,0,0.128712871287129,0.105153565851119,"3"
236000,1.75,1560,1,0,3,7,98023,47.2917,-122.366,39,0,0,0.142870226211191,"3"
540000,4.25,1960,2,0,3,7,98116,47.5849,-122.384,74,1,0,0.549789621318373,"4"
595000,2.25,1920,1.5,0,5,7,98116,47.5848,-122.384,91,0,0.322916666666667,0.595348837209302,"4"
680000,1.75,1660,1,0,4,7,98116,47.5843,-122.385,106,0,0.349397590361446,0.288695652173913,"3"
250000,1.75,1628,1,0,3,7,98092,47.2558,-122.122,19,0,0,0.00568525082502488,"3"
495000,3,3620,2,0,3,9,98022,47.2527,-121.98,34,0,0,0.00896721023153733,"4"
550000,2.5,2920,2.5,0,3,9,98022,47.2492,-121.975,24,0,0,0.0172324252868137,"3"
549000,1,2034,1,1,5,7,98070,47.3312,-122.503,67,0,0.430186823992134,0.151881720430108,"2"
169000,1.5,1470,2,0,4,6,98023,47.3302,-122.36,98,0,0,0.0796359499431172,"3"
425000,2.75,3610,1.5,1,3,8,98023,47.3351,-122.362,97,1,0.132963988919668,0.0336170450524277,"3"
629000,1.75,1460,2,1,4,8,98023,47.3311,-122.375,45,0,0.232876712328767,0.118056117085793,"3"
249000,1,1030,1,0,3,5,98023,47.3343,-122.362,72,0,0,0.0416161616161616,"3"
210000,1,1200,1,0,3,5,98042,47.3375,-122.123,46,0,0,0.0275482093663912,"4"
397900,2.75,2500,1,0,3,7,98042,47.3414,-122.117,15,0,0.368,0.0709320470988793,"3"
392000,2.5,2300,2,0,3,7,98042,47.3412,-122.108,26,0,0,0.0558699929555226,"4"
490000,1.75,2020,2,0,4,7,98070,47.4189,-122.499,40,0,0,0.00936824628284683,"3"
427500,1.5,1900,1.5,0,4,7,98038,47.4199,-121.99,43,0,0.315789473684211,0.0439957393599778,"3"
520000,1,910,1,0,3,7,98107,47.6733,-122.37,90,0,0,0.182,"2"
325000,1,1400,1.5,0,4,6,98106,47.5166,-122.361,66,0,0,0.149190110826939,"4"
464950,2,2190,1,0,3,7,98146,47.5106,-122.365,21,0,0,0.110606060606061,"3"
399888,1,2370,1.5,0,4,7,98146,47.5108,-122.366,66,0,0.337552742616034,0.078476821192053,"4"
283000,2,2100,1,0,3,7,98106,47.5145,-122.365,55,0,0.428571428571429,0.257352941176471,"4"
165000,1,640,1,0,3,6,98106,47.515,-122.359,72,0,0,0.082389289392379,"2"
425000,2.5,1920,2,0,2,7,98126,47.5153,-122.37,26,0,0,0.213333333333333,"4"
240000,1,1910,1.5,0,3,6,98106,47.5151,-122.366,80,0,0,0.11703431372549,"4"
244900,1,620,1,0,3,5,98106,47.5138,-122.364,75,0,0,0.075051446556107,"1"
335000,1.75,1260,1,0,3,7,98146,47.5114,-122.361,21,0,0,0.0741176470588235,"3"
3e+05,1,970,1,0,3,6,98106,47.515,-122.362,65,0,0,0.0708029197080292,"2"
535000,2.75,2360,1,0,3,8,98146,47.5117,-122.365,0,0,0,0.156291390728477,"4"
309000,1,1300,1,0,4,7,98146,47.5063,-122.369,63,0,0,0.180555555555556,"3"
303000,2,970,1,0,5,6,98146,47.5073,-122.372,74,0,0,0.0994871794871795,"2"
485000,2.25,1900,1,0,3,8,98146,47.5033,-122.372,37,0,0.278947368421053,0.263888888888889,"4"
102500,1,820,1,0,3,5,98106,47.514,-122.359,77,0,0,0.189814814814815,"2"
295000,2.25,1330,1,0,3,7,98146,47.5102,-122.364,40,0,0.323308270676692,0.184722222222222,"3"
359950,1.75,1570,1,0,3,7,98126,47.5137,-122.37,35,0,0.337579617834395,0.225089605734767,"3"
540000,2.5,1970,1,0,3,7,98146,47.5031,-122.372,34,0,0.32994923857868,0.132428072062382,"3"
530000,2.25,2190,1,0,4,7,98059,47.5041,-122.102,39,0,0.392694063926941,0.00993584799513643,"3"
471000,2.25,3410,2,0,4,8,98059,47.505,-122.11,37,0,0.293255131964809,0.0597585125212484,"4"
440000,2,1860,2,0,3,8,98059,47.5157,-122.107,16,0,0,0.00853994490358127,"3"
625000,3.25,2730,1,0,3,9,98059,47.5133,-122.11,7,0,0.428571428571429,0.0505424519569001,"4"
356000,1,1430,1,0,3,7,98065,47.513,-121.857,23,0,0.293706293706294,0.00390812890812891,"2"
563000,1,1410,1.5,0,5,7,98107,47.6606,-122.365,103,0,0,0.417654028436019,"4"
6e+05,1.75,1670,1,0,4,8,98075,47.5929,-121.989,38,1,0,0.0421302252831807,"3"
575000,1,1230,1.5,0,3,7,98117,47.6815,-122.359,94,0,0.284552845528455,0.451210564930301,"2"
530000,1.75,1550,1,0,3,7,98117,47.6817,-122.36,87,0,0.32258064516129,0.421195652173913,"3"
510000,4.5,3300,2,0,3,8,98052,47.6795,-122.104,34,0,0,0.436450204999339,">5"
510000,4.5,3300,2,0,3,8,98052,47.6796,-122.104,34,0,0,0.441176470588235,">5"
510000,4.5,3300,2,0,3,8,98052,47.6798,-122.104,34,0,0,0.458333333333333,">5"
2140000,3.75,5150,2,0,3,11,98053,47.6795,-121.991,17,0,0.153398058252427,0.0113462364643805,"4"
365500,1,1140,1,0,4,6,98177,47.7673,-122.367,105,0,0,0.0729646697388633,"2"
415000,1.5,1840,1.5,0,4,7,98177,47.7656,-122.358,64,0,0,0.161872085862585,"4"
434900,2,1520,2,0,3,7,98177,47.777,-122.362,37,1,0,0.301587301587302,"3"
345000,1,540,1,0,3,5,98177,47.7739,-122.358,53,0,0,0.0533333333333333,"1"
417500,1.75,2060,1,0,4,7,98177,47.7767,-122.365,61,0,0.339805825242718,0.188800293282009,"5"
525000,2.75,2300,1,0,4,8,98177,47.7771,-122.362,65,0,0,0.0863039399624766,"4"
469000,2.5,2690,1,0,3,8,98177,47.7708,-122.362,54,0,0.33457249070632,0.229033631332482,"5"
7e+05,2.5,3040,2,0,3,9,98177,47.7747,-122.366,7,0,0,0.422222222222222,"4"
475000,2.25,1800,1,0,3,7,98177,47.7717,-122.376,36,0,0.316666666666667,0.25,"4"
398000,1.75,1830,1,0,3,7,98028,47.7754,-122.233,60,0,0,0.0666229794670162,"3"
380000,2.25,2150,1,0,3,7,98028,47.7627,-122.245,51,0,0.493023255813954,0.1065358505525,"4"
450000,1.75,1540,1,0,3,7,98028,47.7663,-122.228,47,0,0,0.025073674270177,"3"
4e+05,1.75,1530,1,0,3,7,98028,47.7655,-122.244,28,0,0,0.142577578976796,"3"
445000,3,1970,1,0,3,8,98028,47.7651,-122.246,4,0,0,0.0810099514762727,"3"
547000,3,2200,1,0,3,7,98072,47.7726,-122.111,44,0,0.472727272727273,0.0213101891763612,"5"
395000,2.25,1780,2,0,4,8,98072,47.762,-122.11,51,0,0,0.165612206922218,"4"
799000,2.5,3170,1,0,4,9,98072,47.7648,-122.112,37,0,0.397476340694006,0.0334194296557904,"4"
2e+05,1,1020,1.5,0,4,6,98072,47.7617,-122.11,93,0,0,0.023739701159056,"4"
775000,3.5,2690,2,0,3,8,98072,47.7717,-122.112,66,1,0,0.0257307927762473,"3"
525000,1.75,2300,1,0,4,7,98077,47.7716,-122.101,35,0,0.41304347826087,0.0528007346189164,"3"
550000,1.75,1880,1,0,4,8,98072,47.7662,-122.114,34,0,0.25,0.0411036774673138,"3"
1e+06,2.25,3040,1,0,3,9,98072,47.7635,-122.112,9,0,0,0.0581239723146342,"3"
377000,1.75,1800,1,0,5,6,98133,47.7744,-122.338,65,0,0.5,0.214669051878354,"4"
262000,2.5,2020,2,0,3,7,98001,47.2796,-122.247,12,0,0,0.323925593329057,"4"
655000,2.75,3160,1,0,3,8,98115,47.7004,-122.287,52,0,0.5,0.385506892765646,"4"
179900,1,680,1,0,3,6,98168,47.5136,-122.316,71,0,0,0.10625,"2"
265000,1,1620,1.5,0,3,7,98168,47.5136,-122.313,86,0,0,0.171428571428571,"3"
290000,1.75,1990,2,0,4,7,98168,47.5131,-122.313,85,0,0.0603015075376884,0.105291005291005,"4"
